Id,Name,Geometry,Info
3670,No Name 580,"LINESTRING (20.1333694463116 49.0628280657791, 20.1334533701513 49.0627746600208)",Basic Road (NetInfo)
3677,No Name 3705,"LINESTRING (20.1914367675238 49.0655899066512, 20.1917438504977 49.0657043474345)",Basic Road (NetInfo)
3683,No Name 974,"LINESTRING (20.1303024312582 49.0224533083517, 20.130826951307 49.0220832835051)",Gravel Road (NetInfo)
3689,No Name 537,"LINESTRING (20.1358013148679 49.0707740800373, 20.1355056778178 49.0700149554161)",Gravel Road (NetInfo)
3710,Železničná,"LINESTRING (20.17550468415 49.0592727678806, 20.1764068600133 49.0595054644775)",Basic Road (NetInfo)
3735,No Name 975,"LINESTRING (20.1498088832054 49.0427627584891, 20.1500644677445 49.0428848289373)",Gravel Road (NetInfo)
3744,No Name 975,"LINESTRING (20.1466503135385 49.0424690273555, 20.1473751076274 49.0425910959155)",Gravel Road (NetInfo)
3746,No Name 1485,"LINESTRING (20.1224422469912 49.0259666457271, 20.1223468803611 49.0259552028447)",Gravel Road (NetInfo)
3749,No Name 1,"LINESTRING (20.1915607450965 49.0673866290308, 20.1920642851475 49.0667457599244)",Basic Road (NetInfo)
3762,No Name 1465,"LINESTRING (20.1596202849838 49.0412902842779, 20.1596336366064 49.0413589494616)",Basic Road Bridge (NetInfo)
3808,No Name 1485,"LINESTRING (20.1220264408942 49.0258598342158, 20.1218128190089 49.0258293151198)",Gravel Road (NetInfo)
3839,No Name 4518,"LINESTRING (20.131372453314 49.0645179766209, 20.1319103230432 49.0641784685499)",Basic Road (NetInfo)
3902,No Name 317,"LINESTRING (20.1967849730217 49.0647735613642, 20.1964931487204 49.064811708314)",Highway (NetInfo)
3909,No Name 3677,"LINESTRING (20.1728610995692 49.0341033953343, 20.1722640991676 49.0340156584046)",Gravel Road (NetInfo)
3918,No Name 3389,"LINESTRING (20.1779365538008 49.0636138933973, 20.1781654355735 49.0635223406683)",Gravel Road (NetInfo)
3925,No Name 614,"LINESTRING (20.1340675353462 49.0243263282099, 20.1332054135272 49.0239028938274)",Gravel Road (NetInfo)
3927,No Name 4655,"LINESTRING (20.1224021878116 49.0309791591222, 20.1235084562613 49.0309829728999)",Gravel Road (NetInfo)
3943,No Name 104,"LINESTRING (20.1429481520639 49.0658836383916, 20.1427154543095 49.0659751909271)",Large Road (NetInfo)
3945,No Name 3790,"LINESTRING (20.1565608981951 49.0682182332508, 20.1563148484065 49.0683670059891)",Gravel Road (NetInfo)
3954,No Name 4256,"LINESTRING (20.1917419434092 49.064819337774, 20.1922187804367 49.0648460405831)",Highway (NetInfo)
3979,No Name 4254,"LINESTRING (20.1812572479516 49.0701942462598, 20.1811046599391 49.0700912496083)",Basic Road (NetInfo)
3999,No Name 3360,"LINESTRING (20.1675395964218 49.0671310441842, 20.1680011750471 49.06708526793)",Highway (NetInfo)
4013,No Name 3672,"LINESTRING (20.1672515863523 49.0691795365943, 20.1674785605873 49.0683822650536)",Gravel Road (NetInfo)
4026,No Name 975,"LINESTRING (20.1516036986761 49.0427246113748, 20.1521987902806 49.0426940936183)",Gravel Road (NetInfo)
4040,No Name 4518,"LINESTRING (20.1309986116403 49.0648193377321, 20.131372453314 49.0645179766209)",Basic Road (NetInfo)
4042,No Name 3360,"LINESTRING (20.1670780177124 49.0671653766531, 20.1675395964218 49.0671310441842)",Highway (NetInfo)
4051,No Name 3716,"LINESTRING (20.1591567994122 49.0407295246438, 20.1588325497402 49.0406608600934)",Gravel Road (NetInfo)
4054,No Name 4276,"LINESTRING (20.1984558106691 49.0639991778185, 20.198377609366 49.0640640276681)",Gravel Road (NetInfo)
4059,No Name 975,"LINESTRING (20.1554718021685 49.0414657619791, 20.1556625370249 49.041358950278)",Gravel Road (NetInfo)
4091,No Name 1485,"LINESTRING (20.1221923838976 49.0259170542497, 20.1220264408942 49.0258598342158)",Gravel Road (NetInfo)
4093,No Name 620,"LINESTRING (20.1424961104515 49.0197258034755, 20.1422138228818 49.0197639488479)",Gravel Road (NetInfo)
4095,No Name 3220,"LINESTRING (20.1624336246565 49.050865175123, 20.1616039268339 49.0506286638407)",Gravel Road (NetInfo)
4182,No Name 3358,"LINESTRING (20.1837749480707 49.0420074480799, 20.1852397918126 49.0422630328965)",Gravel Road (NetInfo)
4183,No Name 3721,"LINESTRING (20.1658725734086 49.0365448011856, 20.1659965519345 49.0365562456986)",Basic Road (NetInfo)
4196,No Name 3383,"LINESTRING (20.1717338562742 49.0622634905941, 20.1714439399482 49.0625495928861)",Gravel Road (NetInfo)
4199,No Name 3387,"LINESTRING (20.162876129319 49.0620269793218, 20.1624851233039 49.0620460528282)",Gravel Road (NetInfo)
4204,No Name 3427,"LINESTRING (20.168239594231 49.046035768315, 20.1679534917643 49.0464935318638)",Gravel Road (NetInfo)
4236,No Name 3389,"LINESTRING (20.1783504483231 49.0630760210955, 20.1785087588381 49.0629768389691)",Gravel Road (NetInfo)
4246,No Name 616,"LINESTRING (20.1546554574615 49.026023866523, 20.1551475518599 49.0262222312207)",Gravel Road (NetInfo)
4261,No Name 3705,"LINESTRING (20.1684341426026 49.0720748921844, 20.169094086183 49.0719223038287)",Basic Road (NetInfo)
4263,No Name 3704,"LINESTRING (20.159557343042 49.0703353902541, 20.1597881318107 49.0705146807194)",Gravel Road (NetInfo)
4271,No Name 1097,"LINESTRING (20.1421737671777 49.0717163104385, 20.1420116410298 49.0716819783585)",Basic Road (NetInfo)
4293,No Name 3427,"LINESTRING (20.1701564791551 49.0455856343796, 20.1699008942305 49.0456542989429)",Gravel Road (NetInfo)
4309,No Name 580,"LINESTRING (20.1333065047464 49.0629615801972, 20.1333694463116 49.0628280657791)",Basic Road (NetInfo)
4312,No Name 1004,"LINESTRING (20.1695518490818 49.0378341691967, 20.1694774634819 49.0377273569109)",Gravel Road (NetInfo)
4320,No Name 3389,"LINESTRING (20.1745094056857 49.0644506384918, 20.1747707119957 49.0642408304441)",Gravel Road (NetInfo)
4321,Krížna,"LINESTRING (20.1530799865371 49.0527420061672, 20.1531066901096 49.0535507220758)",Basic Road (NetInfo)
4327,No Name 3365,"LINESTRING (20.1522254935809 49.0719451920473, 20.1529483795067 49.071250917123)",Gravel Road (NetInfo)
4341,No Name 3790,"LINESTRING (20.1583633415523 49.0677070637991, 20.1576251977443 49.0679283158131)",Gravel Road (NetInfo)
4359,No Name 1482,"LINESTRING (20.160221099551 49.0420532254532, 20.1608581548804 49.0426101696568)",Basic Road (NetInfo)
4364,No Name 4518,"LINESTRING (20.1316528303407 49.0664596575174, 20.1315002441318 49.0663185136409)",Basic Road (NetInfo)
4365,No Name 96,"LINESTRING (20.122434612727 49.0528564469063, 20.123361589245 49.0527534498724)",Basic Road (NetInfo)
4369,No Name 3630,"LINESTRING (20.1620655059253 49.0440940875716, 20.1619453428986 49.0439224266145)",Basic Road (NetInfo)
4370,No Name 630,"LINESTRING (20.1675510412439 49.0328598032325, 20.1684093482233 49.0325241114271)",Gravel Road (NetInfo)
4389,No Name 3388,"LINESTRING (20.1591415401434 49.0693931597726, 20.1590480806395 49.0694274917871)",Gravel Road (NetInfo)
4446,No Name 1485,"LINESTRING (20.1292419463606 49.0255165108883, 20.129077912111 49.025550842916)",Gravel Road (NetInfo)
4449,No Name 3427,"LINESTRING (20.1729660031078 49.0450820939112, 20.1726398470752 49.0450973531558)",Gravel Road (NetInfo)
4460,No Name 70,"LINESTRING (20.140247345575 49.0714187638888, 20.1403007492353 49.071544648875)",Medium Road (NetInfo)
4467,No Name 582,"LINESTRING (20.1314945216584 49.0637016314652, 20.1312751778778 49.0638237017907)",Basic Road (NetInfo)
4468,No Name 3358,"LINESTRING (20.1853408813009 49.0432395951776, 20.1860294341789 49.0432815566709)",Gravel Road (NetInfo)
4483,No Name 616,"LINESTRING (20.1532573705628 49.0204353358593, 20.1533088697467 49.0205039986647)",Gravel Road (NetInfo)
4495,No Name 1097,"LINESTRING (20.1411952968544 49.0714263935454, 20.1410884855392 49.0715141314959)",Basic Road (NetInfo)
4523,No Name 3716,"LINESTRING (20.154611586298 49.0383033772257, 20.1549053203724 49.0384407056984)",Gravel Road (NetInfo)
4558,No Name 3207,"LINESTRING (20.1738319398477 49.0587577837638, 20.1741237637099 49.0588073749824)",Gravel Road (NetInfo)
4559,No Name 3387,"LINESTRING (20.149095535434 49.0664100664153, 20.1486663832199 49.0665512103418)",Gravel Road (NetInfo)
4585,No Name 3358,"LINESTRING (20.1867656707555 49.043346407363, 20.1869201659729 49.0433120755265)",Gravel Road (NetInfo)
4586,Rybničná,"LINESTRING (20.1773605349915 49.0619163531877, 20.1788654328537 49.0607261676205)",Basic Road (NetInfo)
4594,No Name 3379,"LINESTRING (20.1804447174867 49.0644302385961, 20.1800174713307 49.0645141619774)",Gravel Road (NetInfo)
4602,No Name 68,"LINESTRING (20.1578083046286 49.0551109330005, 20.1582088469031 49.0552635213487)",Basic Road (NetInfo)
4605,No Name 1291,"LINESTRING (20.1978969569737 49.0579681414859, 20.1979217533101 49.0578537005519)",Basic Road (NetInfo)
4611,No Name 3716,"LINESTRING (20.1579933179008 49.0402069120679, 20.1574611654905 49.0400848409536)",Gravel Road (NetInfo)
4641,No Name 1297,"LINESTRING (20.1979713441414 49.0575904864974, 20.1981754299708 49.0576133746852)",Basic Road (NetInfo)
4654,No Name 3683,"LINESTRING (20.1757965084169 49.0353164684261, 20.1760921479775 49.0354690575901)",Gravel Road (NetInfo)
4676,No Name 3677,"LINESTRING (20.1722640991676 49.0340156584046, 20.1714324956796 49.0341949475182)",Gravel Road (NetInfo)
4677,No Name 3387,"LINESTRING (20.1504783613633 49.0658111591279, 20.1496200565684 49.066204072973)",Gravel Road (NetInfo)
4694,No Name 1485,"LINESTRING (20.1234798430567 49.0256919883304, 20.1230564144192 49.0258178737682)",Gravel Road (NetInfo)
4712,No Name 4518,"LINESTRING (20.131206510791 49.0660247821224, 20.1309452053092 49.0656967180559)",Basic Road (NetInfo)
4725,Hlavná,"LINESTRING (20.1899204255638 49.0591049211254, 20.1882153565989 49.0589458021422)",Large Road (NetInfo)
4735,No Name 1002,"LINESTRING (20.1986026760096 49.0312919634012, 20.1982650760529 49.0310668959146)",Gravel Road (NetInfo)
4771,No Name 1482,"LINESTRING (20.1682491298364 49.0501670858425, 20.1683521262392 49.0504379288273)",Basic Road (NetInfo)
4780,No Name 3387,"LINESTRING (20.145608901442 49.070281984267, 20.1453723923292 49.0704498311298)",Gravel Road (NetInfo)
4791,No Name 538,"LINESTRING (20.1456813822906 49.0523529069979, 20.1456737512649 49.0523986832037)",Basic Road (NetInfo)
4840,No Name 1480,"LINESTRING (20.1482868190477 49.0351600673511, 20.1481189715015 49.0352783222745)",Gravel Road (NetInfo)
4841,No Name 3358,"LINESTRING (20.1919193268607 49.0448799154383, 20.1921863554368 49.0449333211886)",Gravel Road (NetInfo)
4855,No Name 4281,"LINESTRING (20.1948509212598 49.0621681231546, 20.194978714257 49.0615501421359)",Gravel Road (NetInfo)
4926,No Name 3716,"LINESTRING (20.1550350204785 49.0391197233269, 20.1548500053007 49.0389862068992)",Gravel Road (NetInfo)
4956,No Name 837,"LINESTRING (20.1966533664066 49.0581321731771, 20.1963672635845 49.0581092855272)",Basic Road (NetInfo)
4995,Kúpele,"LINESTRING (20.1339855181648 49.0652465837838, 20.1332855240313 49.0654754658088)",Basic Road (NetInfo)
5018,No Name 2598,"LINESTRING (20.1517772664846 49.0533180258348, 20.152034760229 49.0532226579065)",Basic Road (NetInfo)
5058,No Name 970,"LINESTRING (20.1382331849073 49.0439224250643, 20.1383151996425 49.0438652046082)",Gravel Road (NetInfo)
5060,No Name 85,"LINESTRING (20.1625480652086 49.056522370994, 20.1612091070918 49.0564079303405)",Large Road (NetInfo)
5086,Hasičská,"LINESTRING (20.1438198090047 49.0505867024538, 20.1427040112448 49.050556184533)",Basic Road (NetInfo)
5117,No Name 607,"LINESTRING (20.1306362166042 49.0637054461407, 20.1308231350038 49.0636177081216)",Basic Road (NetInfo)
5120,No Name 3358,"LINESTRING (20.1916675566062 49.044799806826, 20.1919193268607 49.0448799154383)",Gravel Road (NetInfo)
5124,No Name 1261,"LINESTRING (20.1967563628342 49.0616149920733, 20.1959171291172 49.061534883384)",Basic Road (NetInfo)
5145,No Name 2583,"LINESTRING (20.1299476621005 49.0612754839489, 20.129379269648 49.0613403337517)",Gravel Road (NetInfo)
5148,No Name 4256,"LINESTRING (20.1818885803015 49.0643959063707, 20.1822490691202 49.0643539446887)",Highway (NetInfo)
5152,No Name 4257,"LINESTRING (20.1937446591878 49.0650291461381, 20.1926689145778 49.0650329607749)",Highway (NetInfo)
5158,No Name 1256,"LINESTRING (20.1970977782859 49.0615425128206, 20.1972217562973 49.0616340654969)",Gravel Road (NetInfo)
5175,No Name 1114,"LINESTRING (20.1736389088536 49.0660543799727, 20.1742515563398 49.0659217853001)",Oneway Road (NetInfo)
5178,No Name 69,"LINESTRING (20.1402511612988 49.0672416706468, 20.1402149196332 49.0680007953971)",Medium Road (NetInfo)
5192,No Name 4281,"LINESTRING (20.1988353726127 49.0619812029255, 20.1990566250493 49.0619316118488)",Gravel Road (NetInfo)
5207,No Name 4254,"LINESTRING (20.1811046599391 49.0700912496083, 20.1809730528822 49.0699386615503)",Basic Road (NetInfo)
5219,No Name 1083,"LINESTRING (20.1275978076091 49.0706329361268, 20.1278133372503 49.0707206743932)",Gravel Road (NetInfo)
5221,No Name 1004,"LINESTRING (20.1911983490227 49.0351295489061, 20.1908035278586 49.0350074782975)",Gravel Road (NetInfo)
5239,No Name 616,"LINESTRING (20.1612834937539 49.0328865076645, 20.1616210933623 49.0330162074762)",Gravel Road (NetInfo)
5241,No Name 3788,"LINESTRING (20.1616878371557 49.0673265456969, 20.1609125067994 49.0672956551359)",Highway (NetInfo)
5252,No Name 3716,"LINESTRING (20.157909393661 49.0396118177009, 20.1585769646309 49.0400505074196)",Gravel Road (NetInfo)
5260,Lesná,"LINESTRING (20.1436767593847 49.0521430988329, 20.1429882057257 49.0522003193228)",Basic Road (NetInfo)
5270,No Name 3630,"LINESTRING (20.1621341702509 49.0441398632226, 20.1620655059253 49.0440940875716)",Basic Road (NetInfo)
5282,No Name 975,"LINESTRING (20.1424274458341 49.0422515894791, 20.1425189973152 49.0422248852085)",Gravel Road (NetInfo)
5295,No Name 1004,"LINESTRING (20.192955016921 49.0355834974053, 20.1926975248223 49.035614015755)",Gravel Road (NetInfo)
5341,No Name 580,"LINESTRING (20.1338768018359 49.0626373309205, 20.1340007767398 49.0626068133277)",Basic Road (NetInfo)
5362,No Name 3704,"LINESTRING (20.1610622411157 49.0709152237254, 20.1613330840589 49.0708999651084)",Gravel Road (NetInfo)
5366,No Name 3390,"LINESTRING (20.1672515863523 49.0691795365943, 20.1675262443015 49.0692062395314)",Gravel Road (NetInfo)
5367,No Name 582,"LINESTRING (20.1325683583988 49.0634727495792, 20.1321449281769 49.0635375994898)",Basic Road (NetInfo)
5380,No Name 3427,"LINESTRING (20.1726398470752 49.0450973531558, 20.1719036096551 49.045192720331)",Gravel Road (NetInfo)
5393,No Name 1261,"LINESTRING (20.1983070374548 49.0616607683666, 20.1981868744192 49.0617332476309)",Basic Road (NetInfo)
5417,No Name 1002,"LINESTRING (20.1945495607683 49.0238647479354, 20.1946487425678 49.023689272903)",Gravel Road (NetInfo)
5440,No Name 604,"LINESTRING (20.1348934159459 49.0567016617394, 20.1357517248836 49.0563201920944)",Gravel Road (NetInfo)
5448,No Name 3739,"LINESTRING (20.1892452239997 49.0247688327706, 20.1891803741686 49.024532318963)",Gravel Road (NetInfo)
5461,No Name 4655,"LINESTRING (20.1267147058567 49.0287323019864, 20.1266441332429 49.0285110499569)",Gravel Road (NetInfo)
5476,No Name 3374,"LINESTRING (20.165807723327 49.066059114421, 20.1652984615488 49.0663986223294)",Gravel Road (NetInfo)
5496,No Name 4256,"LINESTRING (20.1938056944304 49.0648765582312, 20.1943206786165 49.0648689287848)",Highway (NetInfo)
5512,Hraničná,"LINESTRING (20.1747856141646 49.060108186569, 20.1745624542169 49.0604591388648)",Basic Road (NetInfo)
5514,Slovenského Národného Povstania,"LINESTRING (20.1986293795269 49.058368684501, 20.1984310146027 49.0593032855732)",Basic Road (NetInfo)
5528,No Name 614,"LINESTRING (20.1323547347445 49.0228881843822, 20.1322441097135 49.0228157073516)",Gravel Road (NetInfo)
5534,No Name 123,"LINESTRING (20.1438751213519 49.0654602068608, 20.1434326175297 49.0650939960163)",HighwayRamp (NetInfo)
5539,Rybničná,"LINESTRING (20.1768836974939 49.0622406024075, 20.1773605349915 49.0619163531877)",Basic Road (NetInfo)
5543,No Name 1287,"LINESTRING (20.1982975009452 49.0585594197744, 20.1983242033438 49.0584259053542)",Basic Road (NetInfo)
5555,No Name 3427,"LINESTRING (20.1693325043378 49.0457038899031, 20.1691055292915 49.045722962867)",Gravel Road (NetInfo)
5562,No Name 614,"LINESTRING (20.1365222914317 49.0232238780628, 20.1362438212792 49.0235023523259)",Gravel Road (NetInfo)
5588,No Name 975,"LINESTRING (20.1576461802084 49.0413322459914, 20.1578369141214 49.0413436901626)",Gravel Road (NetInfo)
5605,No Name 3790,"LINESTRING (20.1627464294756 49.0665626545089, 20.1624107365104 49.0666198747874)",Gravel Road (NetInfo)
5614,No Name 3364,"LINESTRING (20.1598472599579 49.0692634600194, 20.1601943972888 49.0690994281267)",Gravel Road (NetInfo)
5618,No Name 3427,"LINESTRING (20.1744823457166 49.0445518509112, 20.174261093149 49.0447006238192)",Gravel Road (NetInfo)
5626,No Name 1463,"LINESTRING (20.1720695498621 49.0543365499138, 20.1725730894291 49.0546073929001)",Basic Road (NetInfo)
5650,No Name 3390,"LINESTRING (20.1721992489116 49.0694961566118, 20.1726722713787 49.0694236772659)",Gravel Road (NetInfo)
5679,No Name 69,"LINESTRING (20.1400985726841 49.0708694476103, 20.140121460057 49.0709953326355)",Medium Road (NetInfo)
5680,No Name 1004,"LINESTRING (20.1790847778858 49.0384597794734, 20.1789493561908 49.0386123685931)",Gravel Road (NetInfo)
5693,No Name 1245,"LINESTRING (20.1744518276917 49.0575828572056, 20.1744041441204 49.0576782245341)",Gravel Road (NetInfo)
5699,No Name 2571,"LINESTRING (20.1368694288432 49.0666351337255, 20.1366538987356 49.0666885393366)",Large Road (NetInfo)
5704,No Name 4281,"LINESTRING (20.1979293821347 49.0618972796431, 20.1986007686978 49.0619697588758)",Gravel Road (NetInfo)
5733,No Name 1485,"LINESTRING (20.1286888102119 49.0256729143268, 20.1283645650052 49.0256958010755)",Gravel Road (NetInfo)
5741,No Name 3402,"LINESTRING (20.1744518275655 49.0554008499371, 20.1744575499683 49.0554695146262)",Basic Road (NetInfo)
5775,No Name 3974,"LINESTRING (20.1737613674456 49.0608825701136, 20.1735420227107 49.0607223529352)",Basic Road (NetInfo)
5777,No Name 4705,"LINESTRING (20.133377073812 49.0620803851229, 20.1333618165002 49.0621757525701)",Gravel Road (NetInfo)
5810,No Name 2575,"LINESTRING (20.1360569001279 49.0666503923301, 20.1355686197942 49.0668754596923)",Highway (NetInfo)
