Id,Geometry,Boundary,Info,Width,Length,Service,SubService
19211,"POINT (20.1752886096991 49.0566633946115)","POLYGON ((20.175100025856 49.0565019439856, 20.1750429482816 49.0567873337287, 20.1754771947611 49.0568248449313, 20.1755342698976 49.0565394549621, 20.175100025856 49.0565019439856))",L1 4x3 Detached12 (BuildingInfo),4,4,Residential,ResidentialLow
19191,"POINT (20.1741435158584 49.055722583369)","POLYGON ((20.1743725290399 49.0558595982952, 20.1743519916208 49.0555720712199, 20.1739145039369 49.0555855679919, 20.1739350388362 49.0558730951308, 20.1743725290399 49.0558595982952))",L1 4x3 Detached05 (BuildingInfo),4,4,Residential,ResidentialLow
19105,"POINT (20.1797646409137 49.0616357271393)","POLYGON ((20.1797855529257 49.0614326551543, 20.1794556181844 49.0616219846245, 20.1797437287209 49.0618387991125, 20.1800736638235 49.0616494688276, 20.1797855529257 49.0614326551543))",L1 4x4 Detached11 (BuildingInfo),4,4,Residential,ResidentialLow
18862,"POINT (20.1719125453955 49.0603431765865)","POLYGON ((20.1721448346936 49.060343661784, 20.171913284493 49.0601905250861, 20.1716802552724 49.0603426909156, 20.1719118062876 49.0604958280829, 20.1721448346936 49.060343661784))",L1 3x2 Detached04 (BuildingInfo),3,3,Residential,ResidentialLow
18840,"POINT (20.1768693140471 49.0627267967829)","POLYGON ((20.1767827871122 49.0628434019581, 20.1770663898792 49.0627344337394, 20.1769558405742 49.0626101915555, 20.1766722382795 49.0627191594903, 20.1767827871122 49.0628434019581))",H1 3x2 Tenement04 (BuildingInfo),3,2,Residential,ResidentialHigh
19131,"POINT (20.1706978748854 49.0594958100621)","POLYGON ((20.1708527314594 49.0594953494087, 20.1706971736574 49.0593940430446, 20.1705430183111 49.0594962705076, 20.1706985761136 49.0595975770778, 20.1708527314594 49.0594953494087))",L1 2x2 Detached03 (BuildingInfo),2,2,Residential,ResidentialLow
18966,"POINT (20.1724118901096 49.0593704773459)","POLYGON ((20.1725972353107 49.0592784640109, 20.1722718772154 49.0592486729197, 20.1722265442257 49.0594624903781, 20.1725519036865 49.0594922816035, 20.1725972353107 49.0592784640109))",L1 3x3 Detached02 (BuildingInfo),3,3,Residential,ResidentialLow
19206,"POINT (20.1747920478173 49.0555945139489)","POLYGON ((20.1745707370522 49.0555653222235, 20.1745758708573 49.0556372045289, 20.1750133588467 49.0556237052513, 20.1750082244117 49.0555518229618, 20.1745707370522 49.0555653222235))",L1_1x1_detached_13 (BuildingInfo),1,4,Residential,ResidentialLow
19201,"POINT (20.1741589180295 49.0559382292436)","POLYGON ((20.1743827978214 49.0560033623755, 20.1743725290308 49.0558595988442, 20.1739350388271 49.0558730956797, 20.1739453063578 49.0560168592429, 20.1743827978214 49.0560033623755))",L1 2x3 Detached03 (BuildingInfo),2,4,Residential,ResidentialLow
19121,"POINT (20.1773443966224 49.0623497595773)","POLYGON ((20.1771895755256 49.0623472868468, 20.1773406342837 49.0624514976825, 20.1774992177372 49.0623522321001, 20.1773481589432 49.0622480214701, 20.1771895755256 49.0623472868468))",L1 2x2 Detached04 (BuildingInfo),2,2,Residential,ResidentialLow
18855,"POINT (20.1731693961973 49.0616744413871)","POLYGON ((20.1732284604798 49.061798228313, 20.1733205609586 49.0615910030853, 20.1731103322048 49.0615506544299, 20.1730182309306 49.061757879487, 20.1732284604798 49.061798228313))",L1 3x2 Detached04 (BuildingInfo),3,2,Residential,ResidentialLow
19085,"POINT (20.1719909592884 49.0593677850953)","POLYGON ((20.1722386177118 49.0592455647584, 20.17180498094 49.0592050298539, 20.1717432996532 49.0594900048916, 20.1721769388484 49.059530540039, 20.1722386177118 49.0592455647584))",L1 4x3 Detached05 (BuildingInfo),4,4,Residential,ResidentialLow
19034,"POINT (20.1762948709117 49.0633643052019)","POLYGON ((20.1763261246437 49.0631855789911, 20.1760425177012 49.0632945453426, 20.1762636169477 49.0635430313975, 20.1765472248343 49.0634340645123, 20.1763261246437 49.0631855789911))",H1 3x3 Tenement03 (BuildingInfo),3,4,Residential,ResidentialHigh
18878,"POINT (20.171449200196 49.0600877852652)","POLYGON ((20.1717589176523 49.0600884334176, 20.1714501875295 49.0598842500271, 20.1711394827582 49.0600871362816, 20.171448212844 49.0602913204961, 20.1717589176523 49.0600884334176))",L1 4x3 Detached12 (BuildingInfo),4,4,Residential,ResidentialLow
18980,"POINT (20.1712006303966 49.059417986353)","POLYGON ((20.1710068845111 49.0593931209675, 20.1712402223991 49.0595450798146, 20.1713943764793 49.0594428514142, 20.171161038592 49.0592908928761, 20.1710068845111 49.0593931209675))",L1 3x2 Detached04 (BuildingInfo),3,2,Residential,ResidentialLow
