id,zone_type,geometry
24,Obcanska vybavenospoint_education,"POLYGON ((17.2305419969861 49.5887090616085,17.229868314676 49.5885689069597,17.2295317699192 49.5884973619933,17.2294110059604 49.588522612266,17.2293069941804 49.5885443595998,17.2290726452307 49.5885933583654,17.2289621073907 49.5886166524602,17.2288357249133 49.5886432392006,17.2288209494437 49.5886709258875,17.2287848296441 49.5887415036234,17.2287504826225 49.5888095076874,17.2287239034718 49.588860047928,17.2286778601612 49.5889489531796,17.2286386713129 49.589024065385,17.2287179553722 49.5890413563169,17.2287169801112 49.5890433964553,17.2288490515995 49.5890696745713,17.2288239613147 49.5891195465495,17.2288569767796 49.5891301525129,17.2288707418863 49.589132479902,17.2289076651122 49.5891320069332,17.2289304405884 49.5890871497,17.2289977582838 49.5891015593479,17.2290620881815 49.5891151728246,17.2290498169778 49.5891404849808,17.2291044622907 49.5891524948696,17.2291107324829 49.5891534751402,17.2291513728432 49.5891604158574,17.2291864422146 49.5891691470141,17.2291958530395 49.5891509651358,17.2291604333778 49.5891387692617,17.2291612406029 49.5891363824216,17.2292867139301 49.5891629437006,17.2292876382526 49.5891610007937,17.2295763269838 49.5892219172908,17.2295760385361 49.5892246953477,17.229655679821 49.5892413391554,17.2296423599566 49.5892670143247,17.229681251364 49.5892724062059,17.2297650456234 49.5892907537621,17.2297772732299 49.5892650087727,17.2298617760591 49.5892823260796,17.2298320529739 49.5893341200129,17.2299857284972 49.5893680001731,17.2300129504599 49.58931525408,17.2302106174188 49.5893596377446,17.2303271502805 49.5893863252679,17.230171034814 49.5897001406467,17.2308738762671 49.589856315038,17.2310925293017 49.5894351416202,17.2306563209756 49.588952577018,17.2305419969861 49.5887090616085))"
25,RDresidentalLow,"POLYGON ((17.2378228065516 49.5878343603393,17.2372946307758 49.5877293568686,17.2369942153367 49.5876701005158,17.2366245177074 49.5875868426086,17.2365922091786 49.5876440408124,17.2365462219743 49.5877328690481,17.2365139046246 49.5877709405617,17.2364617853216 49.5878230288796,17.2364140879461 49.5878654592787,17.2366990247342 49.5879642632058,17.2364052333635 49.5882684616449,17.2362875956459 49.5883832476967,17.2362121779219 49.5884529528999,17.2361383884514 49.588515483029,17.2363564323719 49.5886589566018,17.2366211289284 49.5884293794945,17.2370890605186 49.5886433285982,17.237346456542 49.5883845863132,17.2375084069238 49.5882250742061,17.2378228065516 49.5878343603393))"
26,Bytovaresidentalhigh,"POLYGON ((17.2351033210901 49.5874927386857,17.235257945847 49.5873932076171,17.2352364992973 49.5872633090652,17.2340638878711 49.5869063469585,17.2338486118191 49.5869312383026,17.2336410991823 49.5870253701228,17.2324830700475 49.587601472292,17.2326794388763 49.587693107319,17.2328475832158 49.5877692832641,17.2329907925039 49.5878428007247,17.2331738295156 49.5879367630704,17.2332459522335 49.587981128799,17.2332574202435 49.5879747003351,17.233280802109 49.5879876922697,17.233298301564 49.5879759882904,17.2338030386142 49.5882999952641,17.2341302250203 49.5881014725754,17.2344266632321 49.5879177102691,17.2346583326488 49.5877719343491,17.2348276022626 49.5876653939436,17.2351033210901 49.5874927386857))"
27,RDresidentalLow,"POLYGON ((17.2326167847742 49.5869996118614,17.2327811313571 49.587150853621,17.2328799076451 49.5872261175349,17.232892413009 49.5872369544784,17.2329320751847 49.5872254668925,17.2333473140391 49.5870251991529,17.2330296081901 49.5867538273306,17.2326167847742 49.5869996118614))"
28,Bytovaresidentalhigh,"POLYGON ((17.2360650780221 49.5895576130389,17.2360276396327 49.589583197379,17.2359623722805 49.5896202800198,17.2358118745681 49.5897095049069,17.2356243815451 49.589822918089,17.2356264029596 49.5898602870814,17.2358128484556 49.5900029968247,17.2359288452823 49.5900917833578,17.2362903845176 49.5899059719194,17.2364730546933 49.5898120889693,17.2365750696972 49.589940634829,17.2361788910475 49.5901480175017,17.2360395373006 49.5902215122493,17.2360963582034 49.5902538864247,17.2359845145782 49.5903068850464,17.235771563902 49.5901580947929,17.2355065972476 49.5899640952445,17.2353297643739 49.5900829216129,17.2351073412961 49.5902148411644,17.2349977905721 49.5902816642217,17.2350783635093 49.5903473654854,17.2350909818774 49.590359495402,17.2350983461439 49.5903665731414,17.2351042776157 49.5903722761192,17.2351631433239 49.5904134891805,17.2351743385696 49.5904064450914,17.2351783094383 49.5904106089843,17.2352248519695 49.5903802234019,17.2352449300205 49.5903898028057,17.2352842223894 49.5903668231681,17.2353281259998 49.5903972757121,17.2352110474945 49.5904669773339,17.2351979952945 49.5904951209208,17.2353199547399 49.5905935577777,17.2355217412073 49.5907559305123,17.2355151648656 49.5907738656319,17.2355525132832 49.5907797297531,17.2356403671918 49.5908547948764,17.235748950872 49.5909525281094,17.2356946072506 49.5910811654225,17.236002802682 49.590898302786,17.2368433083644 49.5903939242595,17.2374544264011 49.5900184165012,17.2375555539732 49.5899490156865,17.2372197009995 49.5897357033993,17.2370842943847 49.5898217639692,17.2369810591466 49.589817463101,17.2367079667158 49.5896437577582,17.2364067560943 49.5898236302824,17.2360650780221 49.5895576130389))"
29,RDresidentalLow,"POLYGON ((17.236763566583 49.5891385879506,17.2364010221099 49.5893560810166,17.2360650780221 49.5895576130389,17.2364067560943 49.5898236302824,17.2365912232852 49.5897134732185,17.2367079667158 49.5896437577582,17.2369810591466 49.589817463101,17.2370842943847 49.5898217639692,17.2372197009995 49.5897357033993,17.2374206243317 49.589613173322,17.2374172820649 49.5896108648726,17.2374470132557 49.589589537509,17.236763566583 49.5891385879506))"
30,BytovaCom/res/indhigh,"POLYGON ((17.2312262271903 49.5963449416535,17.2312265407968 49.596380585833,17.2312533130153 49.5963918854618,17.2312925554505 49.5963938327736,17.2313382611625 49.596395602345,17.2314350437473 49.5963941090588,17.2315064220874 49.5963843932818,17.2315607727732 49.5963717800112,17.2316269388935 49.596351086405,17.2316719086815 49.5963277034783,17.2317127800622 49.5963010666578,17.23174607566 49.5962728541678,17.2317806876401 49.5961528009636,17.2317960223098 49.5960996136346,17.2318210859024 49.596012411839,17.2319708275822 49.5955170839552,17.2316317653284 49.5954752786126,17.2315395435352 49.5957645685041,17.2312491045309 49.5957636625964,17.2312416191294 49.5960290300944,17.2312262271903 49.5963449416535))"
31,Obcanska vybavenosPoint_health,"POLYGON ((17.2402016931834 49.5839067123791,17.2401460275062 49.5838921133241,17.2401064406843 49.5838131456583,17.2400793537204 49.5838171290355,17.2399713042765 49.5837397739284,17.2399289998303 49.5837088828629,17.2398354378927 49.5837291195506,17.2398089346582 49.5837386878457,17.2397348004662 49.5836874923426,17.2392008250184 49.5834013546913,17.2391387321579 49.5833698352289,17.2391302366649 49.5833650249868,17.2386238258719 49.5830966450173,17.2381747010896 49.5828572355871,17.2374251028903 49.5824565446574,17.2369600171444 49.5822090650559,17.2362889790574 49.5818615115525,17.2361776458194 49.5819515804171,17.2360510619128 49.5820581552617,17.2359760160171 49.5822207995525,17.2355029922586 49.5825917185562,17.2355622176052 49.5826255047363,17.2355902809216 49.5826055675054,17.2357583218252 49.5826967173956,17.2357592952488 49.5826959474348,17.2358668490949 49.5827539148007,17.2358884291057 49.5827368258253,17.2359742336571 49.5826688792588,17.2361779469865 49.5827810639008,17.2356413763797 49.5833592908773,17.2353457454427 49.583690001595,17.2355312507913 49.5837751901966,17.2353248783264 49.583840420361,17.2350605835124 49.5839380439735,17.2349203600008 49.5840035462774,17.2347998092894 49.5840990147697,17.2346799286231 49.5842332582249,17.2346925529748 49.5842444669028,17.2345580997749 49.5844371287874,17.2346483414574 49.5844817131001,17.2345851552049 49.5845349958161,17.2346657099469 49.5845756048741,17.234625855393 49.5846100783249,17.2345535698693 49.5846737694897,17.2344822313655 49.5847408697109,17.2344000487318 49.5848211332623,17.2343572989409 49.5848121445211,17.2343404723946 49.5848345793446,17.234252605913 49.5849087364747,17.2341626973025 49.584972241482,17.2340429922596 49.5850429939909,17.2334699536399 49.5853941081087,17.2333593849306 49.5853238185219,17.2332425338478 49.5853987242195,17.2331186119972 49.5854794480195,17.2330324967283 49.5855229955257,17.2329767297738 49.585551017002,17.2329872385324 49.5855616208007,17.2325421462418 49.5857911788971,17.232531191334 49.5857816820533,17.2324547156075 49.5858214852679,17.2324315280271 49.5858356341945,17.2323262508909 49.5859645097979,17.232293442422 49.5860051156227,17.2322365098089 49.5860843398312,17.2322531130069 49.5860892631106,17.2322310202147 49.5861123038923,17.2345233284041 49.5868107607984,17.234482384942 49.5868619001086,17.2348412668205 49.5869676554183,17.2351483837874 49.5870613388676,17.2353663832281 49.5871277734551,17.2354964551535 49.5871656745787,17.2357466670717 49.5872393204284,17.2358891265411 49.587274378338,17.2360326755618 49.5873023335328,17.2361115516193 49.5873203577407,17.2365550025471 49.5874106484122,17.2365715769744 49.5874083282253,17.2365854372609 49.5874013341222,17.2365920155416 49.5873911730482,17.2365935593266 49.5873744650175,17.2365833754547 49.5873580727718,17.2365628894954 49.587343879453,17.2366056793822 49.5873201687348,17.2367424368617 49.5873876100102,17.2372185714123 49.5874842226766,17.2374165937145 49.5875203011374,17.2375993654896 49.5875586865848,17.2378188439988 49.587602319631,17.2381059037303 49.5876594438403,17.2381557416974 49.587669558887,17.238230377303 49.5876872336934,17.2383587393399 49.58765327127,17.2384235630841 49.5877260181832,17.2386292418907 49.5877670812282,17.238720764513 49.5877889835167,17.2388079439337 49.5878056316823,17.2390933274371 49.5878607276523,17.2393163764656 49.5879050677979,17.2394647394789 49.5878668650061,17.239659229435 49.5878136393692,17.2397436472131 49.5877263678825,17.2397664458853 49.5876559356745,17.2398659660294 49.5873484777687,17.2399877409266 49.5869029937735,17.2400534825637 49.5865926345403,17.2401289269509 49.5861760441028,17.2402171213718 49.5857532793634,17.2402653860238 49.5854906976726,17.2403390158313 49.5850603911835,17.2403649682931 49.5849173178971,17.2403725232021 49.5849178975519,17.2403791109385 49.5848839871791,17.2403715698883 49.5848833172984,17.2403836469207 49.5848208460316,17.2403958488056 49.5847584730978,17.2404034037315 49.5847590536498,17.240410102504 49.584724426858,17.2404025462422 49.5847238472319,17.2404182549911 49.5846424954264,17.2405227606872 49.5842623837471,17.240518854303 49.5842208799479,17.2405134370766 49.5841255916756,17.2402016931834 49.5839067123791))"
32,Obcanska vybavenospoint_entertainment,"POLYGON ((17.2338357561238 49.5826277011762,17.2338100195339 49.5826524912571,17.2338462182586 49.5826753999331,17.2339266133933 49.5827817475045,17.2340363259104 49.5829259040074,17.2340692524859 49.5829689472057,17.234067454395 49.5829794692191,17.2336179871204 49.5832313717612,17.2334593905941 49.5833198586354,17.2333452831209 49.5833841441659,17.2332998076859 49.5833599750919,17.2332851951587 49.5833503609152,17.2332714938359 49.5833437940112,17.2332588848683 49.5833390906357,17.2332418622265 49.5833332049548,17.2332250202334 49.5833291239373,17.2331996680538 49.5833235942518,17.2331786863791 49.5833195436622,17.2331557475041 49.5833162631065,17.2331270748792 49.5833144030123,17.2331056375562 49.5833133118231,17.2330793322451 49.5833139968075,17.2330597624113 49.583315715829,17.2330396022162 49.5833182927461,17.2330229792472 49.5833205836853,17.2330099452706 49.5833230860155,17.2330008145125 49.5833250758089,17.2329936791546 49.583326526021,17.2329860040821 49.5833286100583,17.2329788112703 49.5833304383019,17.2329722135899 49.5833322100791,17.2329640153096 49.5833348349651,17.2329554530845 49.5833379130663,17.2329485216286 49.5833399503632,17.2329429151802 49.5833419773778,17.2329316808328 49.5833466525295,17.2329214154168 49.5833512460078,17.2329101882806 49.5833563519164,17.2328976813806 49.5833630954693,17.2328858866266 49.5833699818024,17.2328730424638 49.5833777025075,17.2328609741197 49.5833870211817,17.2328407854436 49.5834026119183,17.2328274213824 49.583416855602,17.232818366665 49.5834279359546,17.2328076526534 49.5834421599739,17.2328012782313 49.5834549436722,17.2327966658372 49.5834658339335,17.2327910193716 49.5834796219044,17.2327884908038 49.5834922729034,17.2327859037412 49.5835091278626,17.2327849776972 49.5835266650292,17.2327865566128 49.5835432164887,17.2327929792959 49.5835737339767,17.2328174594811 49.5836083162807,17.2328349446327 49.5836309675399,17.2328572345231 49.5836510621156,17.2328779937755 49.583666754006,17.2329041049696 49.583683510247,17.2329401354106 49.5836992105314,17.2328759231071 49.583775525139,17.2327502066688 49.5839249345581,17.2324816945473 49.5842440504957,17.2330760696515 49.5846891196391,17.2330968010024 49.5847045223648,17.2331393568976 49.5847368143966,17.2331314513566 49.5847413704345,17.2331195364808 49.5847494807348,17.2331169525964 49.5847513450611,17.233112098455 49.5847551243331,17.2331069886806 49.5847593655252,17.233098970757 49.5847667025282,17.233095249023 49.5847705858818,17.2330916188559 49.5847744746645,17.2330859529401 49.5847812022307,17.2330836025168 49.5847843007695,17.2330807678776 49.5847881580036,17.2330795909126 49.5847900779331,17.2330768867731 49.5847942780864,17.2330742984365 49.5847986811081,17.2330723742882 49.5848023579436,17.2330701612969 49.5848067087412,17.2330664717033 49.5848159016854,17.2330639722317 49.5848242809276,17.2330625627409 49.5848302291598,17.2330616150465 49.5848360488342,17.2330609946603 49.5848422490095,17.233060849506 49.5848460696224,17.2330608109962 49.5848520741525,17.2330611733471 49.5848579791881,17.2330618684902 49.5848638697037,17.2330625828725 49.584867484814,17.2330639777255 49.5848738511941,17.2330654071536 49.5848789143173,17.2330684464243 49.584890870422,17.233076423757 49.5849035813113,17.2330829279858 49.5849151205971,17.2330944019427 49.5849266233257,17.2331061481619 49.5849399370466,17.233122100848 49.5849510132798,17.2331350474582 49.5849601018958,17.2331542766419 49.5849713910487,17.2331822514927 49.5849817647272,17.2331845889733 49.5850995463933,17.2333232388413 49.5852071519122,17.2333601109407 49.5853190835186,17.2334706796401 49.5853893731049,17.2337763800275 49.5852020645822,17.2339837206708 49.5850750219933,17.2341186633871 49.584993962076,17.2342095832632 49.5849349030819,17.2342851942004 49.5848771112219,17.2343411983449 49.584829845235,17.2343580248892 49.5848074104115,17.2344007746761 49.5848163991525,17.2346664372039 49.5845708698373,17.2345858811279 49.5845302617052,17.2346490673326 49.58447697809,17.2345588256994 49.5844323946766,17.2346932788841 49.5842397327912,17.2346806544924 49.5842285232145,17.2348005351454 49.5840942797587,17.2349210858852 49.5839988121645,17.2350340558171 49.5839460400765,17.2351385267552 49.5839047874646,17.2352936089294 49.5838475042138,17.2355319765726 49.5837704551818,17.2353464712411 49.5836852665811,17.2356421021866 49.5833545567606,17.2349070073585 49.5830603457407,17.2344577938141 49.5828820248776,17.2338357561238 49.5826277011762))"
33,RDresidentalLow,"POLYGON ((17.2345937453012 49.5821087503454,17.2352844749383 49.5824788193441,17.2355029922586 49.5825917185562,17.2359767417372 49.5822160645346,17.2351167042855 49.5817701520106,17.2350646220652 49.5818085987366,17.234690630406 49.5816098128807,17.2344471284023 49.5817829004229,17.2342423835297 49.5819150133569,17.2345937453012 49.5821087503454))"
34,RDresidentalLow,"POLYGON ((17.2346547145856 49.5829590996811,17.2350028367567 49.5830987001927,17.2356421021866 49.5833545567606,17.2361779469865 49.5827810639008,17.2359742336571 49.5826688792588,17.2358668490949 49.5827539148007,17.2357346055924 49.5828607434862,17.2355053219212 49.5827349413906,17.2353937408797 49.5826760637698,17.2353083788485 49.5826284495303,17.2351764830728 49.5825579404503,17.2346547145856 49.5829590996811))"
35,RDresidentalLow,"POLYGON ((17.2342860748877 49.5820805268804,17.2337152201903 49.5817729772828,17.2329981148576 49.5821038957811,17.2332987401426 49.582367821493,17.2333843295263 49.582445099127,17.2338407619433 49.582625037119,17.2342362383935 49.5823602841847,17.2344852909289 49.5821928661086,17.2342860748877 49.5820805268804))"
36,Bytovaresidentalhigh,"POLYGON ((17.2386346523341 49.5793508059641,17.2386410167931 49.5793489421169,17.238744010856 49.5793187723645,17.2387602951598 49.5793478366019,17.2387727603474 49.5793700839652,17.2388186646937 49.5793556191372,17.2388505161572 49.5793457289487,17.2388681668583 49.5793325278585,17.2388874557104 49.5793206291384,17.2389045570674 49.5792990240048,17.2389118328632 49.5792875412899,17.2389131027018 49.5792792558727,17.2389141914942 49.5792721533085,17.2389206048095 49.5792628039963,17.2389196368785 49.5792509068955,17.2389180024936 49.579230827521,17.2388895739618 49.5791786407492,17.238739730362 49.578898359221,17.2385798852569 49.5785972307613,17.2384233547513 49.5783020102524,17.2382919271549 49.5780519539108,17.2381210190686 49.5777263381941,17.2380007778391 49.5774987686917,17.2379015689946 49.5773133926985,17.2378147882821 49.5771569288928,17.2377333171819 49.5770127018524,17.2376804327602 49.5769196620402,17.2376158357943 49.576810968471,17.2375394629571 49.5766955767693,17.2373499254067 49.5764174231398,17.237230132781 49.5762501735868,17.2372141673475 49.57624863641,17.2371145836762 49.5762763343133,17.2371211116355 49.5762880654367,17.2371074273483 49.5762977495716,17.2371144476672 49.5763108088494,17.2371113481517 49.5763166009129,17.2370686900212 49.5763272204721,17.2371512799926 49.5764746261476,17.2370213223533 49.5765258362528,17.2369313004263 49.5765628900369,17.2370650294398 49.5767216140454,17.2368120905748 49.5769180967186,17.236963327498 49.57699590424,17.2369146755752 49.5770366793114,17.2367639650198 49.5771551426807,17.2369807903269 49.5772683425691,17.2370603904984 49.5773103231749,17.2372785671885 49.5774244859144,17.2374183073396 49.5775082796986,17.2374505922174 49.5776242336295,17.2374615253695 49.577648850573,17.2374983056279 49.5776727525944,17.2375490455041 49.5776799474743,17.2375823916707 49.5776782841622,17.2376813967422 49.5776527002851,17.2376727213835 49.5776061619062,17.2377265436905 49.5775907716036,17.2377239716889 49.5775811202857,17.2378012105471 49.5775665624859,17.2378874771826 49.5777113506979,17.237806301416 49.5777334800102,17.2378028854048 49.5777266993879,17.237573123994 49.5777863986105,17.2375270905268 49.5777508982877,17.237482106336 49.5777757160711,17.2374610055521 49.5778078199851,17.2374778812739 49.5778512329571,17.2383498284143 49.5792334320209,17.238457007379 49.5792001175818,17.2384979721879 49.5792619104793,17.2385543235629 49.5792479389798,17.2386346523341 49.5793508059641))"
