Id, Road Name, Road Type, One Way, Lanes, Bridge, Geometry
4815876,,footway,,,,"LINESTRING (20.063446044921875 49.118602752685547, 20.063142776489258 49.118457794189453, 20.062967300415039 49.118389129638672, 20.062862396240234 49.118404388427734, 20.062637329101562 49.118450164794922)"
4815877,,footway,,,,"LINESTRING (20.063623428344727 49.118446350097656, 20.063657760620117 49.118480682373047, 20.063674926757812 49.118553161621094, 20.063694000244141 49.118644714355469, 20.063743591308594 49.118927001953125)"
4816024,,primary,,,,"LINESTRING (20.062908172607422 49.085750579833984, 20.062385559082031 49.085918426513672, 20.062126159667969 49.085990905761719, 20.061901092529297 49.086051940917969, 20.0616455078125 49.086109161376953, 20.061487197875977 49.086143493652344, 20.061279296875 49.0861701965332, 20.06089973449707 49.086208343505859, 20.060613632202148 49.086219787597656, 20.060503005981445 49.086223602294922, 20.060070037841797 49.086227416992188, 20.059713363647461 49.086215972900391, 20.059314727783203 49.086189270019531, 20.059030532836914 49.086158752441406, 20.0588321685791 49.086135864257812, 20.058683395385742 49.086109161376953, 20.058376312255859 49.086055755615234, 20.058103561401367 49.08599853515625, 20.057987213134766 49.085975646972656, 20.057699203491211 49.085880279541016, 20.057546615600586 49.085823059082031, 20.057390213012695 49.085765838623047, 20.0572452545166 49.0857048034668, 20.054317474365234 49.084304809570312, 20.049026489257812 49.081623077392578, 20.0482120513916 49.08123779296875, 20.047794342041016 49.081058502197266, 20.047374725341797 49.080902099609375, 20.047019958496094 49.080787658691406, 20.046693801879883 49.0806884765625, 20.046466827392578 49.080642700195312, 20.046247482299805 49.080600738525391, 20.045995712280273 49.080551147460938, 20.044612884521484 49.080326080322266, 20.039773941040039 49.079555511474609, 20.034589767456055 49.078754425048828, 20.030075073242188 49.078037261962891, 20.026493072509766 49.077476501464844, 20.025524139404297 49.077323913574219, 20.025001525878906 49.077243804931641, 20.023618698120117 49.077022552490234, 20.023174285888672 49.076950073242188, 20.021835327148438 49.076732635498047, 20.021427154541016 49.076667785644531, 20.018440246582031 49.076210021972656)"
4816025,,primary,,,,"LINESTRING (20.072160720825195 49.082859039306641, 20.071733474731445 49.082973480224609)"
4816132,,footway,,,,"LINESTRING (20.060834884643555 49.119998931884766, 20.060909271240234 49.120151519775391, 20.060825347900391 49.120590209960938, 20.060642242431641 49.120834350585938, 20.060409545898438 49.121047973632812, 20.060382843017578 49.121223449707031, 20.060495376586914 49.12139892578125, 20.060810089111328 49.121688842773438, 20.060886383056641 49.121894836425781, 20.061063766479492 49.122062683105469, 20.061382293701172 49.122200012207031, 20.061817169189453 49.122348785400391, 20.062107086181641 49.122566223144531, 20.062168121337891 49.122688293457031, 20.062170028686523 49.122852325439453, 20.062156677246094 49.1230354309082)"
4816884,,tertiary,,,,"LINESTRING (20.276859283447266 49.109058380126953, 20.274999618530273 49.108867645263672, 20.2747745513916 49.108921051025391, 20.270605087280273 49.1102180480957, 20.269340515136719 49.110530853271484, 20.268871307373047 49.110755920410156, 20.267139434814453 49.111831665039062, 20.2666015625 49.112251281738281, 20.266071319580078 49.112728118896484, 20.265378952026367 49.113491058349609, 20.265127182006836 49.113777160644531, 20.26483154296875 49.113960266113281, 20.264558792114258 49.114055633544922, 20.264333724975586 49.114059448242188, 20.264076232910156 49.114006042480469, 20.263530731201172 49.113796234130859)"
4817328,,tertiary,,,,"LINESTRING (20.245834350585938 49.124111175537109, 20.24595832824707 49.1241455078125, 20.246299743652344 49.124172210693359, 20.247055053710938 49.12420654296875, 20.247272491455078 49.124225616455078, 20.247699737548828 49.124317169189453, 20.247909545898438 49.124362945556641, 20.248260498046875 49.124469757080078, 20.2489013671875 49.124721527099609, 20.24913215637207 49.124824523925781, 20.249382019042969 49.124961853027344, 20.250514984130859 49.125534057617188, 20.250774383544922 49.125686645507812, 20.250984191894531 49.125812530517578)"
4817329,,service,,,,"LINESTRING (20.265144348144531 49.059772491455078, 20.265853881835938 49.059276580810547, 20.266448974609375 49.058860778808594)"
4817330,,primary,yes,2,,"LINESTRING (20.271364212036133 49.059768676757812, 20.271114349365234 49.059886932373047, 20.270940780639648 49.059963226318359, 20.27081298828125 49.060012817382812, 20.2706356048584 49.060077667236328, 20.270526885986328 49.060111999511719, 20.270318984985352 49.060157775878906, 20.270122528076172 49.0601921081543, 20.269914627075195 49.060230255126953, 20.269718170166016 49.060260772705078, 20.269527435302734 49.060279846191406, 20.269355773925781 49.0602912902832, 20.269128799438477 49.060298919677734, 20.268800735473633 49.060302734375, 20.268440246582031 49.060298919677734, 20.267852783203125 49.060302734375)"
4817331,,primary,yes,2,yes,"LINESTRING (20.272350311279297 49.058979034423828, 20.272243499755859 49.059104919433594, 20.272136688232422 49.059211730957031, 20.272029876708984 49.0593147277832, 20.271921157836914 49.059406280517578, 20.271762847900391 49.059520721435547, 20.2716064453125 49.059623718261719, 20.271364212036133 49.059768676757812)"
4817333,,secondary,,2,,"LINESTRING (20.268861770629883 49.0625, 20.268833160400391 49.062725067138672, 20.268806457519531 49.062942504882812)"
4817334,,secondary,yes,1,,"LINESTRING (20.272966384887695 49.0577278137207, 20.272773742675781 49.057819366455078, 20.272609710693359 49.057880401611328, 20.272499084472656 49.057914733886719, 20.272365570068359 49.057937622070312, 20.272151947021484 49.0579719543457, 20.271987915039062 49.058002471923828, 20.271902084350586 49.058021545410156, 20.2718563079834 49.058032989501953, 20.271818161010742 49.058048248291016, 20.271453857421875 49.058250427246094)"
4817335,,secondary,,2,yes,"LINESTRING (20.270288467407227 49.059391021728516, 20.269901275634766 49.0599479675293, 20.269721984863281 49.060226440429688, 20.269535064697266 49.060527801513672)"
4817336,,secondary,no,,,"LINESTRING (20.263530731201172 49.113796234130859, 20.263181686401367 49.114242553710938, 20.262908935546875 49.114585876464844, 20.262533187866211 49.114902496337891, 20.26209831237793 49.115192413330078, 20.26158332824707 49.115482330322266, 20.261009216308594 49.115776062011719, 20.260618209838867 49.115917205810547, 20.260017395019531 49.1161003112793, 20.259256362915039 49.116302490234375, 20.258161544799805 49.116558074951172, 20.257312774658203 49.116786956787109, 20.256486892700195 49.117069244384766, 20.255897521972656 49.117294311523438, 20.255285263061523 49.117519378662109, 20.254669189453125 49.117820739746094, 20.253826141357422 49.118194580078125, 20.253381729125977 49.118442535400391, 20.252920150756836 49.118755340576172, 20.252351760864258 49.119136810302734, 20.251617431640625 49.119678497314453, 20.249212265014648 49.121501922607422, 20.248947143554688 49.1217041015625, 20.24683952331543 49.123332977294922)"
4817337,,secondary,,,,"LINESTRING (20.2264347076416 49.139289855957031, 20.226329803466797 49.139579772949219, 20.226249694824219 49.139804840087891, 20.226205825805664 49.139930725097656, 20.2261905670166 49.139987945556641, 20.226133346557617 49.140190124511719)"
4817461,,service,,,,"LINESTRING (20.287349700927734 49.050140380859375, 20.287786483764648 49.050029754638672, 20.28834342956543 49.050086975097656, 20.288293838500977 49.05029296875, 20.288366317749023 49.050361633300781, 20.289159774780273 49.050449371337891)"
4817462,Štefánikova,primary,yes,,,"LINESTRING (20.294700622558594 49.054435729980469, 20.294759750366211 49.054466247558594, 20.295021057128906 49.0546875)"
4817466,Športová,residential,,,,"LINESTRING (20.310068130493164 49.059791564941406, 20.30994987487793 49.059844970703125, 20.309926986694336 49.059856414794922, 20.309488296508789 49.0600471496582)"
4817605,,secondary,,2,,"LINESTRING (20.269535064697266 49.060527801513672, 20.269445419311523 49.060684204101562, 20.269374847412109 49.060825347900391, 20.269233703613281 49.0611686706543)"
4817606,,secondary,,2,yes,"LINESTRING (20.269014358520508 49.061794281005859, 20.268955230712891 49.062004089355469, 20.268913269042969 49.062202453613281, 20.268880844116211 49.062358856201172, 20.268861770629883 49.0625)"
4817609,Športová,residential,,,yes,"LINESTRING (20.309488296508789 49.0600471496582, 20.309150695800781 49.060195922851562)"
4817610,Športová,residential,,,,"LINESTRING (20.309150695800781 49.060195922851562, 20.308938980102539 49.060295104980469, 20.308826446533203 49.060379028320312, 20.308742523193359 49.060470581054688, 20.30866813659668 49.060585021972656, 20.308626174926758 49.060676574707031)"
4834020,,residential,,,,"LINESTRING (20.218742370605469 49.137615203857422, 20.218765258789062 49.137554168701172, 20.218778610229492 49.137535095214844, 20.218828201293945 49.137481689453125, 20.218864440917969 49.137443542480469, 20.219303131103516 49.136924743652344, 20.219490051269531 49.13671875, 20.219707489013672 49.136505126953125)"
4851676,Záhradná,residential,no,,,"LINESTRING (20.18693733215332 49.072475433349609, 20.187137603759766 49.072364807128906, 20.189785003662109 49.071483612060547, 20.192386627197266 49.070613861083984, 20.193010330200195 49.070400238037109)"
4862742,,service,,2,,"LINESTRING (20.265430450439453 49.061019897460938, 20.265329360961914 49.060894012451172, 20.265171051025391 49.060630798339844)"
8279700,,tertiary,,,,"LINESTRING (20.187417984008789 49.0738525390625, 20.187355041503906 49.073795318603516, 20.18730354309082 49.073734283447266, 20.187259674072266 49.07366943359375, 20.187156677246094 49.073551177978516, 20.187047958374023 49.073410034179688, 20.186901092529297 49.07318115234375, 20.186746597290039 49.072917938232422, 20.18663215637207 49.072681427001953)"
8279701,Nálepkova,residential,,,,"LINESTRING (20.184358596801758 49.074039459228516, 20.185331344604492 49.073310852050781, 20.186220169067383 49.0726432800293, 20.18678092956543 49.071941375732422, 20.18693733215332 49.071990966796875)"
10369377,Suchoňova,residential,,4,,"LINESTRING (20.286018371582031 49.047763824462891, 20.285297393798828 49.047706604003906, 20.283077239990234 49.047557830810547, 20.281047821044922 49.047794342041016, 20.280982971191406 49.047767639160156)"
11316092,Hviezdoslavova,primary,no,,,"LINESTRING (20.308845520019531 48.993026733398438, 20.308856964111328 48.992073059082031, 20.308862686157227 48.991489410400391, 20.308841705322266 48.991188049316406, 20.30882453918457 48.991004943847656, 20.308767318725586 48.990669250488281, 20.308752059936523 48.990550994873047, 20.308746337890625 48.990509033203125, 20.308748245239258 48.9904899597168, 20.308757781982422 48.990474700927734)"
12266405,Ludvíka Svobodu,residential,,2,,"LINESTRING (20.305618286132812 49.04998779296875, 20.305742263793945 49.048995971679688)"
12369601,,residential,,2,yes,"LINESTRING (20.291685104370117 49.047069549560547, 20.292350769042969 49.046882629394531)"
12961448,,residential,,3,,"LINESTRING (20.300859451293945 49.056514739990234, 20.300813674926758 49.056617736816406, 20.300745010375977 49.056739807128906)"
17981234,Levočská,residential,,,,"LINESTRING (20.313522338867188 49.0526237487793, 20.31329345703125 49.05279541015625, 20.312429428100586 49.053436279296875, 20.312355041503906 49.053489685058594, 20.312192916870117 49.0536003112793, 20.312145233154297 49.053630828857422, 20.311527252197266 49.054042816162109, 20.311328887939453 49.054130554199219, 20.31117057800293 49.054206848144531, 20.311141967773438 49.054218292236328, 20.310445785522461 49.054473876953125, 20.309902191162109 49.054584503173828)"
17981402,Okružná,residential,yes,,,"LINESTRING (20.309078216552734 49.056961059570312, 20.308765411376953 49.057277679443359)"
17981514,Joliota Curie,residential,,3,,"LINESTRING (20.304647445678711 49.05255126953125, 20.304689407348633 49.052459716796875, 20.304830551147461 49.052093505859375)"
17981601,Joliota Curie,residential,,2,,"LINESTRING (20.304647445678711 49.05255126953125, 20.304594039916992 49.052658081054688, 20.304540634155273 49.052761077880859, 20.304450988769531 49.052936553955078, 20.304208755493164 49.053432464599609, 20.304178237915039 49.053497314453125, 20.304132461547852 49.0535774230957, 20.303987503051758 49.053852081298828, 20.303943634033203 49.053932189941406)"
17981701,Alžbetina,residential,yes,,,"LINESTRING (20.29444694519043 49.055076599121094, 20.294450759887695 49.054985046386719)"
17984559,Moyzesova,residential,,,,"LINESTRING (20.290111541748047 49.043048858642578, 20.290569305419922 49.043056488037109, 20.2908935546875 49.043060302734375, 20.291152954101562 49.043071746826172, 20.29127311706543 49.043083190917969, 20.29139518737793 49.043109893798828, 20.291505813598633 49.043148040771484, 20.291606903076172 49.043197631835938, 20.291704177856445 49.043266296386719, 20.291748046875 49.043319702148438, 20.291866302490234 49.043552398681641)"
18491427,Fraňa Kráľa,tertiary,,,,"LINESTRING (20.284725189208984 49.0645751953125, 20.284700393676758 49.064617156982422, 20.284671783447266 49.064678192138672, 20.284568786621094 49.064910888671875, 20.284517288208008 49.065006256103516, 20.284465789794922 49.065067291259766, 20.284404754638672 49.065128326416016, 20.284124374389648 49.065322875976562, 20.283781051635742 49.065521240234375, 20.283363342285156 49.065742492675781, 20.283172607421875 49.065826416015625, 20.282812118530273 49.065963745117188, 20.282556533813477 49.066066741943359, 20.282028198242188 49.066314697265625, 20.281633377075195 49.066497802734375, 20.280750274658203 49.066852569580078, 20.280654907226562 49.066890716552734, 20.280141830444336 49.067119598388672, 20.280078887939453 49.067173004150391, 20.280044555664062 49.067214965820312, 20.280012130737305 49.067253112792969, 20.279979705810547 49.067298889160156, 20.279947280883789 49.067352294921875, 20.2799072265625 49.067409515380859, 20.279876708984375 49.067470550537109, 20.27985954284668 49.0675048828125)"
